-44.70213186898018,-11.565108114651126,-42.863443989587005,-11.082121242741625|9984
-101.24790690474086,-86.93726663912024,43.24699505040789,-84.25374312288031|9937
-79.43880102333223,-9.766081939628183,-74.92923307608221,-9.381410755812748|9961
-100.77776578077729,-78.53754675853321,-94.45049782204748,-71.8168740239326|9964
-69.00272357052633,-65.95759810962463,-65.37287942141566,-60.90987973032448|9943
-101.79648607505133,-6.459720715834381,-94.40105575016501,-4.972562070227059|9939
-154.7335908520432,-61.81403801047418,-147.85928678772703,-58.80780815467563|9903
-87.71851394493851,-63.92616944682174,-82.97435280597082,-59.80766165133213|9996
-45.38880035683389,-8.368152462438758,-42.68918306241393,-7.942165575118311|9947
-147.08019441147607,-76.94592323971732,-145.27238326010493,-62.28043418270658|9903
-10.696945686516344,-27.19586202020136,-8.59316795043399,-24.558620643938774|9977
-171.74011887287668,-74.94226219532638,-164.63256230983663,-70.67550861724864|9923
-166.97149523397943,-25.485857843793262,-161.2388568293772,-24.873042747463973|9973
-156.364669330538,-2.218891994774835,-150.64502115086546,-1.7615151761636285|9936
-115.5341579188214,-73.23069270853608,-109.0824498716554,-67.63981932065802|9902
-101.31911756929475,-71.78563408820779,-97.8394020485746,-65.04841988171192|9902
-112.17634122981502,-1.2399141083289045,-106.02450106636563,-0.08239058088284157|9968
-59.7423809129638,-69.95866761319775,-53.68434313978358,-64.43900917670281|9965
-3.7522843888897572,-30.922549181310526,-1.9312286005279418,-27.953230253414425|9906
-81.10955528564125,-45.19065285733503,-77.36940432424039,-43.12770151946577|9931
-94.37518786537898,-66.38406173306593,-90.77802422883497,-62.84720158572855|9905
-80.15240167158201,-80.72469298463297,-69.12526862499634,-73.1062039817185|9991
-59.96225864125695,-44.87609546561855,-57.15093805871767,-42.98382373610667|9948
-122.40324570013769,-27.031676050393575,-117.0172095295152,-23.632092186412493|9978
-137.81044108447543,-15.128579874498755,-132.44783651031267,-14.130559217718373|9917
-44.451319013079676,-16.352429070257614,-42.62020412202478,-15.74435333154375|9920
